MCTSAgent_Smart,SmartAgent 1,SmartAgent 2,SmartAgent 3
5,7,0,14
1,0,9,16
2,17,6,1
0,6,15,5
4,5,16,1
16,0,7,3
23,0,0,3
0,0,12,14
8,0,1,17
13,0,2,11
9,13,4,0
21,4,1,0
0,7,6,13
14,5,2,5
4,3,0,19
0,7,5,14
11,0,0,15
20,0,5,1
18,2,2,4
0,4,22,0
6,13,3,4
0,10,0,16
4,2,20,0
13,12,1,0
0,2,19,5
4,0,13,9
10,13,0,3
8,0,4,14
1,25,0,0
21,1,1,3
24,1,1,0
2,10,1,13
24,0,2,0
16,0,3,7
0,21,0,5
9,0,2,15
4,14,5,3
0,0,22,4
3,0,16,7
3,16,1,6
22,0,4,0
5,3,1,17
3,0,5,18
0,0,26,0
4,22,0,0
1,5,18,2
0,4,14,8
5,5,13,3
4,1,14,7
0,0,26,0
7,0,1,18
8,0,16,2
2,18,5,1
0,5,16,5
0,25,1,0
7,14,0,5
6,19,0,1
0,4,5,17
1,0,23,2
4,0,17,5
5,15,0,6
2,7,13,4
0,21,1,4
15,2,5,4
2,7,13,4
13,10,3,0
3,0,5,18
0,14,4,8
0,3,3,20
8,4,0,14
0,26,0,0
23,2,0,1
0,17,6,3
18,4,0,4
0,0,15,11
1,0,11,14
8,2,0,16
17,4,0,5
0,6,5,15
1,7,0,18
7,19,0,0
19,0,3,4
0,13,11,2
14,4,2,6
22,3,1,0
7,1,18,0
0,5,2,19
15,11,0,0
4,8,14,0
9,13,1,3
13,0,13,0
9,4,0,13
17,5,4,0
7,1,4,14
0,13,4,9
1,0,5,20
10,13,2,1
6,1,13,6
5,21,0,0
5,0,1,20
0,17,9,0
8,13,4,1
7,6,13,0
3,2,0,21
4,2,18,2
23,0,0,3
14,0,6,6
4,1,18,3
0,5,21,0
1,5,16,4
0,25,1,0
5,7,13,1
0,5,4,17
1,13,12,0
0,2,0,24
13,0,2,11
4,4,13,5
0,7,0,19
0,5,21,0
0,19,7,0
3,1,9,13
0,1,16,9
1,13,5,7
18,2,3,3
0,6,17,3
0,17,9,0
7,13,0,6
22,0,4,0
21,0,2,3
0,0,5,21
6,16,0,4
21,0,4,1
8,15,0,3
1,0,10,15
1,1,16,8
15,4,4,3
2,10,1,13
6,15,0,5
9,13,4,0
8,14,2,2
25,1,0,0
15,9,2,0
14,10,0,2
2,23,1,0
0,7,13,6
0,18,8,0
0,0,24,2
0,5,13,8
0,0,21,5
5,3,4,14
0,0,12,14
4,0,3,19
4,17,1,4
6,16,0,4
6,18,2,0
0,14,12,0
2,17,1,6
0,9,1,16
0,4,14,8
3,1,19,3
0,0,26,0
7,13,2,4
1,2,9,14
8,18,0,0
4,6,0,16
6,19,1,0
5,0,21,0
21,0,1,4
6,13,2,5
8,4,14,0
21,5,0,0
5,0,17,4
19,1,2,4
5,1,16,4
0,2,0,24
10,2,13,1
1,22,3,0
10,0,1,15
19,0,5,2
0,5,4,17
1,0,8,17
6,0,15,5
4,6,13,3
2,21,0,3
4,0,9,13
6,1,3,16
15,7,0,4
0,2,17,7
8,1,17,0
0,3,4,19
17,9,0,0
0,5,21,0
4,16,3,3
0,9,0,17
0,4,17,5
22,4,0,0
0,1,21,4
0,17,8,1
2,17,7,0
4,5,0,17
1,0,4,21
21,5,0,0
0,3,7,16
0,21,5,0
20,0,2,4
18,4,0,4
3,13,10,0
0,3,18,5
4,3,15,4
5,1,20,0
4,0,3,19
2,3,1,20
18,7,1,0
2,7,13,4
18,5,2,1
0,0,3,23
4,5,17,0
4,14,8,0
0,13,1,12
1,2,17,6
5,21,0,0
8,14,0,4
8,15,3,0
5,0,2,19
3,18,5,0
6,1,19,0
7,0,15,4
5,2,15,4
4,2,19,1
14,12,0,0
4,8,14,0
22,0,3,1
13,0,12,1
0,0,23,3
1,19,3,3
17,4,5,0
4,18,0,4
0,4,4,18
0,4,18,4
0,4,22,0
0,7,4,15
2,0,4,20
20,2,4,0
0,20,5,1
0,5,20,1
1,1,4,20
14,1,2,9
18,0,6,2
0,9,4,13
22,0,0,4
4,4,4,14
4,0,14,8
0,0,20,6
5,14,1,6
7,0,18,1
5,1,0,20
5,8,13,0
19,0,0,7
7,1,15,3
18,0,8,0
6,0,15,5
5,21,0,0
17,3,5,1
23,0,3,0
7,19,0,0
11,1,13,1
4,22,0,0
3,23,0,0
8,0,5,13
5,3,16,2
18,8,0,0
20,1,4,1
0,2,9,15
0,5,21,0
3,9,0,14
6,0,16,4
1,4,0,21
5,1,20,0
13,6,5,2
21,0,0,5
7,14,0,5
1,5,1,19
16,2,8,0
5,0,1,20
5,20,1,0
20,0,3,3
0,3,19,4
14,12,0,0
7,0,1,18
0,18,3,5
6,18,2,0
23,0,1,2
5,4,1,16
13,9,4,0
0,1,21,4
11,0,0,15
0,0,26,0
6,13,7,0
6,20,0,0
1,2,19,4
8,1,0,17
22,3,1,0
1,6,18,1
7,13,0,6
20,1,5,0
6,0,2,18
17,7,2,0
8,13,5,0
4,8,0,14
0,0,19,7
2,0,3,21
0,14,6,6
5,0,1,20
0,24,1,1
4,1,21,0
0,1,8,17
20,0,6,0
10,14,0,2
0,3,20,3
0,2,24,0
5,21,0,0
21,2,3,0
0,13,4,9
5,5,14,2
7,6,0,13
3,4,19,0
1,17,7,1
0,5,4,17
17,7,2,0
4,17,3,2
0,6,20,0
3,8,0,15
6,6,14,0
1,1,0,24
5,4,1,16
20,0,6,0
13,0,0,13
0,0,14,12
0,7,17,2
1,0,13,12
5,4,4,13
4,8,0,14
13,5,0,8
8,0,16,2
4,5,17,0
18,4,4,0
2,17,7,0
0,9,4,13
16,9,0,1
13,3,10,0
18,0,8,0
16,2,2,6
0,14,5,7
0,15,9,2
4,15,3,4
17,6,3,0
6,17,2,1
6,15,5,0
0,0,22,4
0,5,1,20
1,25,0,0
21,1,0,4
19,4,2,1
21,1,0,4
8,0,1,17
8,16,0,2
14,5,2,5
10,1,13,2
5,2,19,0
7,5,1,13
5,20,1,0
0,4,18,4
9,4,0,13
6,2,18,0
0,0,4,22
20,4,2,0
0,1,0,25
0,20,6,0
18,1,3,4
20,5,1,0
0,6,7,13
3,7,14,2
13,4,1,8
0,19,3,4
5,7,14,0
3,1,16,6
0,2,24,0
5,8,0,13
0,8,13,5
4,0,22,0
3,1,6,16
5,15,5,1
7,4,13,2
0,22,0,4
5,17,4,0
0,0,22,4
2,15,6,3
0,2,0,24
1,21,1,3
19,0,4,3
7,0,14,5
6,0,1,19
5,0,21,0
3,2,3,18
9,4,0,13
3,0,6,17
4,0,18,4
5,1,18,2
6,19,0,1
15,1,7,3
5,16,0,5
4,0,22,0
8,4,0,14
6,6,1,13
5,15,1,5
20,0,6,0
0,16,9,1
3,0,19,4
6,6,0,14
0,3,9,14
8,0,4,14
7,3,3,13
0,18,4,4
0,15,4,7
19,1,5,1
4,18,4,0
0,21,1,4
0,22,3,1
0,22,0,4
13,9,4,0
2,5,2,17
3,7,16,0
10,13,0,3
7,1,4,14
18,0,6,2
0,4,5,17
17,4,4,1
5,0,14,7
3,21,0,2
1,4,21,0
12,14,0,0
0,17,9,0
1,25,0,0
8,13,0,5
22,3,0,1
14,2,1,9
0,25,0,1
0,0,3,23
19,4,3,0
15,1,5,5
0,13,9,4
5,1,2,18
13,0,2,11
0,5,21,0
0,0,23,3
20,1,0,5
0,0,24,2
6,2,17,1
0,1,8,17
4,1,8,13
4,0,9,13
1,20,1,4
3,0,20,3
1,0,2,23
3,9,0,14
6,6,0,14
1,17,0,8
5,19,0,2
20,0,3,3
0,22,4,0
4,18,4,0
7,13,1,5
8,0,5,13
16,3,0,7
15,4,7,0
0,0,1,25
5,5,0,16
3,19,1,3
8,0,1,17
5,2,1,18
5,0,6,15
3,2,18,3
16,6,4,0
10,1,2,13
1,21,2,2
17,0,0,9
4,16,0,6
17,1,3,5
24,0,2,0
0,13,3,10
16,0,1,9
0,17,1,8
18,5,3,0
4,8,0,14
1,0,20,5
0,21,1,4
5,2,6,13
5,13,7,1
4,0,22,0
17,4,0,5
5,16,5,0
9,3,0,14
24,0,1,1
13,6,1,6
0,5,3,18
5,15,5,1
8,2,16,0
3,4,3,16
10,3,13,0
20,5,1,0
0,0,9,17
4,1,5,16
3,8,2,13
6,1,4,15
14,8,0,4
2,6,18,0
1,8,14,3
5,4,17,0
0,6,0,20
2,1,4,19
19,0,4,3
5,0,13,8
13,2,11,0
4,13,1,8
4,0,20,2
10,14,0,2
11,13,1,1
5,0,17,4
0,1,21,4
1,1,11,13
25,0,0,1
14,2,10,0
4,3,13,6
1,9,2,14
0,9,4,13
21,5,0,0
9,0,0,17
16,2,6,2
1,0,21,4
2,0,7,17
5,4,3,14
5,21,0,0
0,22,0,4
3,0,17,6
17,3,1,5
18,4,4,0
4,7,15,0
3,1,18,4
3,6,0,17
0,13,3,10
0,18,8,0
0,9,17,0
1,0,4,21
1,0,24,1
0,0,18,8
4,5,4,13
4,9,0,13
3,4,3,16
21,0,5,0
4,0,1,21
6,7,13,0
4,1,0,21
1,21,4,0
8,4,13,1
11,1,0,14
4,0,15,7
1,12,13,0
4,9,13,0
7,0,13,6
14,1,0,11
3,4,3,16
0,19,6,1
1,1,5,19
4,4,0,18
3,8,0,15
15,8,0,3
0,14,4,8
1,5,13,7
21,2,1,2
1,0,10,15
25,0,1,0
0,17,5,4
2,0,4,20
1,8,1,16
3,0,20,3
1,1,4,20
5,5,16,0
0,5,17,4
9,0,13,4
7,13,5,1
4,7,1,14
19,1,0,6
8,0,18,0
23,0,0,3
3,9,14,0
17,3,3,3
4,0,13,9
0,1,14,11
0,25,0,1
3,7,0,16
20,0,5,1
15,0,5,6
13,1,6,6
0,3,10,13
0,0,6,20
4,3,19,0
15,3,0,8
15,2,6,3
3,4,19,0
0,0,26,0
1,0,25,0
11,13,0,2
0,0,9,17
4,0,2,20
4,6,0,16
9,0,14,3
1,3,18,4
4,0,3,19
4,5,4,13
4,13,2,7
3,0,19,4
2,4,1,19
3,4,19,0
0,0,9,17
13,1,12,0
2,0,21,3
1,0,6,19
0,7,14,5
19,0,2,5
10,14,1,1
1,1,20,4
17,6,3,0
13,4,0,9
1,4,13,8
17,1,2,6
13,9,0,4
22,0,1,3
14,4,2,6
3,3,1,19
1,15,5,5
3,14,8,1
26,0,0,0
4,4,1,17
0,9,0,17
1,13,8,4
9,0,17,0
1,14,4,7
0,8,5,13
0,4,3,19
23,0,3,0
2,5,4,15
17,4,1,4
6,13,2,5
15,0,8,3
0,17,5,4
6,5,1,14
21,2,3,0
11,1,1,13
7,0,15,4
0,23,0,3
9,1,13,3
6,4,0,16
6,1,4,15
11,13,0,2
4,4,2,16
6,0,0,20
6,6,13,1
0,1,4,21
5,16,5,0
20,1,0,5
4,6,0,16
11,2,0,13
1,4,21,0
6,3,4,13
5,3,0,18
2,13,6,5
0,6,16,4
6,4,14,2
17,5,4,0
22,1,2,1
13,0,0,13
4,4,5,13
1,0,13,12
9,14,1,2
0,8,17,1
18,0,0,8
0,0,21,5
26,0,0,0
0,0,26,0
20,2,0,4
13,11,0,2
2,7,1,16
1,0,4,21
9,4,0,13
1,0,25,0
3,0,19,4
0,4,5,17
1,1,8,16
1,6,2,17
0,0,22,4
0,0,7,19
0,4,2,20
3,14,9,0
4,1,14,7
5,5,0,16
0,20,4,2
2,0,4,20
19,3,4,0
0,0,20,6
0,4,14,8
6,0,2,18
0,9,13,4
16,0,6,4
8,4,0,14
1,4,4,17
5,4,3,14
0,7,19,0
2,0,0,24
1,1,20,4
5,2,4,15
0,0,20,6
2,11,0,13
4,20,1,1
1,6,15,4
2,3,17,4
15,4,0,7
0,14,4,8
8,13,0,5
0,13,0,13
4,13,1,8
0,0,15,11
6,3,17,0
19,2,4,1
21,0,4,1
0,26,0,0
4,18,4,0
10,0,16,0
0,17,1,8
16,6,3,1
13,13,0,0
8,4,0,14
6,4,14,2
3,15,8,0
0,7,0,19
9,13,0,4
13,8,4,1
0,0,26,0
2,15,0,9
13,0,13,0
1,0,17,8
3,0,0,23
3,3,15,5
13,0,4,9
10,1,14,1
18,0,3,5
3,4,4,15
4,21,0,1
2,5,0,19
0,0,23,3
0,14,12,0
8,1,4,13
21,2,1,2
0,22,0,4
22,0,1,3
1,19,6,0
4,0,0,22
20,2,4,0
5,21,0,0
3,19,3,1
13,8,5,0
5,0,0,21
3,0,22,1
18,1,7,0
4,5,13,4
4,0,1,21
0,11,0,15
5,16,4,1
0,0,20,6
0,23,3,0
7,15,0,4
0,13,11,2
5,4,4,13
16,4,0,6
2,5,17,2
3,1,5,17
0,2,19,5
1,4,5,16
4,18,2,2
9,1,16,0
0,23,0,3
4,0,3,19
0,19,3,4
4,0,7,15
1,0,25,0
6,0,0,20
0,0,5,21
7,15,0,4
1,12,13,0
14,0,0,12
8,4,0,14
3,18,1,4
4,4,17,1
5,17,4,0
1,1,0,24
4,3,0,19
0,1,20,5
4,4,18,0
4,18,4,0
2,6,1,17
4,4,14,4
4,0,17,5
1,0,0,25
6,16,4,0
7,5,14,0
2,10,13,1
0,19,5,2
2,19,4,1
2,24,0,0
0,1,24,1
0,1,25,0
1,13,3,9
7,13,0,6
8,0,17,1
0,17,9,0
3,8,14,1
4,0,19,3
3,13,0,10
4,4,0,18
8,2,0,16
0,9,17,0
0,19,4,3
1,9,16,0
9,17,0,0
9,14,3,0
14,0,10,2
3,15,8,0
0,4,3,19
0,0,8,18
19,0,7,0
16,6,4,0
2,4,14,6
9,2,1,14
18,2,3,3
4,0,18,4
2,17,3,4
0,9,2,15
1,19,6,0
4,1,20,1
0,3,7,16
3,1,9,13
21,0,0,5
4,14,6,2
4,19,0,3
0,13,13,0
1,4,20,1
13,0,0,13
6,0,19,1
1,3,13,9
5,20,0,1
13,8,1,4
6,0,2,18
7,0,2,17
