MCTSAgent_Smart,SmartAgent 1,SmartAgent 2,SmartAgent 3
6,13,6,1
0,5,1,20
6,0,1,19
17,0,2,7
14,0,4,8
5,0,3,18
4,6,0,16
1,13,11,1
25,0,0,1
3,8,15,0
4,0,2,20
19,0,7,0
15,11,0,0
1,14,0,11
5,2,19,0
5,20,0,1
4,22,0,0
4,13,2,7
2,17,5,2
2,2,16,6
5,13,5,3
4,22,0,0
10,16,0,0
4,0,13,9
0,5,0,21
5,0,7,14
0,15,7,4
15,1,9,1
4,1,1,20
24,1,0,1
23,0,0,3
1,2,20,3
4,0,17,5
6,3,13,4
2,3,21,0
0,1,4,21
4,17,5,0
14,3,9,0
4,1,3,18
9,1,3,13
0,12,1,13
5,0,4,17
4,2,7,13
3,2,8,13
1,24,0,1
4,17,5,0
3,9,14,0
7,0,1,18
9,17,0,0
21,4,1,0
14,4,3,5
22,0,0,4
4,15,3,4
4,8,14,0
5,14,0,7
0,13,0,13
5,3,3,15
1,0,1,24
2,22,1,1
5,14,0,7
4,0,16,6
4,8,0,14
19,5,0,2
4,18,3,1
5,13,4,4
6,0,0,20
3,4,4,15
0,0,13,13
23,1,0,2
3,4,14,5
1,2,14,9
5,18,0,3
19,6,0,1
10,0,16,0
5,20,0,1
5,16,3,2
1,13,12,0
0,20,0,6
0,0,0,26
2,16,4,4
9,0,15,2
16,6,4,0
0,8,1,17
19,0,7,0
21,4,1,0
0,1,25,0
0,3,20,3
4,2,0,20
14,0,1,11
15,0,3,8
0,26,0,0
3,4,14,5
0,6,6,14
13,4,0,9
2,24,0,0
1,4,18,3
2,17,7,0
6,0,4,16
0,5,4,17
8,1,15,2
4,5,16,1
4,6,13,3
4,1,17,4
1,6,19,0
0,12,14,0
0,0,1,25
5,4,17,0
0,9,13,4
1,17,8,0
0,13,0,13
0,0,21,5
4,1,8,13
20,4,1,1
5,15,2,4
16,3,6,1
19,7,0,0
6,0,13,7
0,15,11,0
5,2,6,13
1,0,0,25
7,0,18,1
1,0,5,20
4,17,5,0
0,7,18,1
6,18,1,1
2,9,15,0
4,0,1,21
1,11,0,14
1,0,0,25
18,0,4,4
4,21,0,1
4,1,17,4
1,4,21,0
3,18,1,4
2,3,17,4
4,1,5,16
8,0,17,1
17,3,1,5
5,13,8,0
2,0,4,20
9,1,13,3
5,0,20,1
0,4,8,14
1,21,1,3
5,5,16,0
21,0,1,4
21,0,5,0
14,5,7,0
16,6,0,4
17,4,0,5
19,1,0,6
19,1,1,5
13,5,0,8
3,2,2,19
4,0,2,20
0,7,6,13
6,4,1,15
1,8,17,0
13,4,9,0
8,0,5,13
0,5,18,3
0,5,20,1
4,1,21,0
5,0,0,21
4,16,6,0
7,1,0,18
18,1,1,6
13,4,0,9
4,9,13,0
21,0,2,3
9,13,4,0
20,2,3,1
5,20,1,0
4,0,16,6
0,16,3,7
0,22,0,4
13,0,13,0
5,0,16,5
1,11,14,0
23,0,3,0
5,4,16,1
8,14,3,1
0,23,2,1
1,13,0,12
13,11,0,2
13,4,9,0
17,1,5,3
7,0,2,17
17,8,1,0
0,4,1,21
0,6,15,5
6,14,6,0
0,0,1,25
4,0,9,13
3,3,0,20
3,7,0,16
0,20,5,1
6,0,5,15
4,21,0,1
0,0,22,4
0,3,16,7
16,6,1,3
21,3,2,0
24,0,1,1
14,1,11,0
5,4,14,3
4,13,5,4
4,4,5,13
5,0,14,7
7,18,1,0
3,0,4,19
14,8,3,1
5,0,3,18
5,8,13,0
8,0,13,5
1,24,1,0
22,1,0,3
16,2,7,1
6,3,17,0
7,0,4,15
18,1,0,7
4,3,0,19
18,0,0,8
17,1,4,4
9,14,0,3
11,13,0,2
7,1,18,0
10,14,1,1
4,0,22,0
16,4,4,2
0,19,7,0
4,4,0,18
16,0,0,10
1,3,9,13
8,15,2,1
0,14,8,4
4,1,17,4
1,7,2,16
9,0,4,13
22,4,0,0
16,0,3,7
7,16,0,3
21,4,0,1
5,14,3,4
1,22,2,1
11,0,1,14
6,13,6,1
6,3,14,3
4,9,0,13
0,7,14,5
13,1,6,6
0,26,0,0
20,2,0,4
0,0,10,16
9,1,13,3
0,1,18,7
0,4,2,20
3,4,14,5
4,0,7,15
13,6,4,3
22,0,1,3
4,5,17,0
18,3,1,4
2,0,0,24
4,1,17,4
0,0,7,19
4,0,21,1
2,0,14,10
1,20,5,0
4,0,8,14
2,8,0,16
1,16,5,4
4,0,17,5
0,0,0,26
0,0,15,11
0,13,11,2
1,9,0,16
0,1,4,21
6,18,2,0
4,20,2,0
11,0,15,0
6,6,14,0
1,5,3,17
14,6,3,3
2,0,11,13
5,7,14,0
25,1,0,0
4,0,5,17
6,14,6,0
0,6,7,13
3,0,1,22
11,1,13,1
6,13,0,7
0,5,17,4
1,6,13,6
0,6,7,13
15,7,0,4
2,0,19,5
6,18,0,2
1,8,14,3
21,0,5,0
7,0,3,16
13,3,7,3
19,0,7,0
0,5,0,21
20,2,4,0
0,7,2,17
4,0,1,21
7,2,4,13
5,2,2,17
8,1,17,0
8,0,5,13
11,0,0,15
3,0,2,21
0,5,20,1
17,5,0,4
3,5,4,14
7,0,0,19
2,0,6,18
1,16,7,2
16,2,8,0
5,14,3,4
7,0,19,0
14,0,8,4
6,13,2,5
0,1,24,1
11,14,1,0
9,0,0,17
5,1,20,0
0,25,1,0
16,0,9,1
5,7,1,13
2,2,6,16
0,1,24,1
0,23,0,3
7,5,14,0
19,3,4,0
0,1,19,6
0,12,14,0
0,6,13,7
5,18,0,3
4,21,1,0
0,20,0,6
13,12,0,1
4,0,22,0
23,0,3,0
2,0,18,6
1,13,12,0
6,17,3,0
17,8,1,0
1,7,17,1
0,12,0,14
0,5,17,4
8,17,0,1
0,0,5,21
2,0,24,0
1,0,22,3
3,0,5,18
0,5,4,17
5,4,0,17
8,13,4,1
0,1,5,20
14,7,0,5
4,0,0,22
20,4,0,2
1,7,5,13
13,3,5,5
0,21,4,1
0,16,10,0
6,4,3,13
1,5,2,18
2,1,8,15
0,0,20,6
0,24,1,1
0,0,14,12
13,4,9,0
1,1,14,10
2,7,13,4
0,0,19,7
4,17,4,1
18,6,1,1
0,0,17,9
6,19,1,0
0,15,4,7
5,0,6,15
16,2,8,0
1,1,15,9
11,1,0,14
4,0,22,0
15,4,7,0
15,6,4,1
3,6,13,4
5,4,14,3
6,0,18,2
10,1,1,14
0,12,1,13
6,0,13,7
4,3,1,18
8,0,17,1
22,0,0,4
3,10,13,0
0,20,5,1
2,17,7,0
0,0,24,2
8,1,0,17
4,5,17,0
4,0,0,22
17,1,4,4
4,0,18,4
4,1,4,17
0,8,14,4
0,13,9,4
21,0,1,4
12,14,0,0
3,17,0,6
25,0,1,0
6,1,0,19
0,7,19,0
0,7,1,18
2,4,7,13
13,0,5,8
0,3,21,2
6,0,13,7
8,1,0,17
5,14,2,5
5,13,4,4
6,0,0,20
8,0,13,5
8,13,5,0
0,0,17,9
1,12,0,13
6,18,0,2
18,0,5,3
1,10,14,1
0,8,16,2
0,7,0,19
11,15,0,0
0,5,0,21
0,15,5,6
1,0,25,0
1,7,1,17
5,17,0,4
8,15,0,3
3,18,1,4
3,0,6,17
17,1,0,8
2,15,5,4
19,3,2,2
6,2,18,0
9,4,0,13
20,0,2,4
0,22,0,4
1,20,5,0
1,17,6,2
4,19,2,1
4,0,0,22
7,4,15,0
18,1,6,1
21,0,5,0
4,0,8,14
16,5,5,0
5,16,4,1
4,5,17,0
0,11,13,2
0,20,6,0
4,0,18,4
6,20,0,0
6,14,1,5
16,0,9,1
6,3,17,0
9,0,0,17
4,2,4,16
3,6,17,0
4,0,21,1
4,2,1,19
0,8,0,18
4,22,0,0
0,1,5,20
0,9,14,3
1,8,17,0
0,0,13,13
4,14,4,4
7,18,0,1
19,4,0,3
6,1,2,17
21,4,1,0
10,16,0,0
4,1,19,2
6,0,14,6
3,17,1,5
16,0,5,5
17,5,0,4
0,15,1,10
0,4,0,22
20,1,1,4
15,11,0,0
3,3,14,6
17,4,4,1
0,0,26,0
7,14,5,0
0,4,0,22
12,1,0,13
6,18,2,0
4,0,9,13
13,0,12,1
3,0,15,8
6,2,18,0
0,6,20,0
3,2,0,21
6,1,17,2
1,14,4,7
3,0,0,23
2,0,3,21
3,4,0,19
14,4,3,5
5,17,2,2
20,2,0,4
16,4,4,2
0,1,9,16
22,3,1,0
0,4,7,15
5,0,0,21
24,0,0,2
5,13,7,1
2,15,6,3
0,22,4,0
8,18,0,0
19,6,0,1
14,11,0,1
7,5,0,14
6,15,4,1
5,14,1,6
1,23,2,0
1,14,6,5
19,4,3,0
0,4,18,4
4,0,22,0
15,4,0,7
0,6,3,17
5,0,15,6
9,0,1,16
0,9,17,0
0,0,4,22
4,8,13,1
13,0,1,12
0,0,7,19
4,5,17,0
1,6,17,2
9,13,0,4
0,21,1,4
1,11,1,13
21,0,5,0
0,7,5,14
5,21,0,0
4,13,9,0
0,2,16,8
1,1,5,19
1,21,4,0
0,20,2,4
1,3,18,4
0,14,8,4
0,7,15,4
4,3,4,15
0,21,5,0
1,25,0,0
0,1,0,25
15,1,2,8
3,0,15,8
17,1,1,7
5,17,4,0
21,0,0,5
3,13,2,8
4,0,4,18
9,1,2,14
5,14,5,2
4,5,14,3
0,21,4,1
8,16,2,0
20,5,1,0
16,3,7,0
17,4,5,0
0,13,0,13
17,4,3,2
0,3,19,4
6,17,1,2
19,1,6,0
3,15,4,4
22,0,4,0
7,4,1,14
2,13,9,2
3,2,19,2
15,1,10,0
0,0,17,9
2,9,0,15
0,2,0,24
3,2,18,3
14,4,1,7
8,17,0,1
0,5,2,19
6,2,18,0
2,15,1,8
4,4,18,0
0,4,22,0
8,4,1,13
1,13,4,8
0,2,4,20
8,14,2,2
0,8,3,15
0,11,13,2
17,8,1,0
4,14,2,6
1,3,22,0
4,1,21,0
5,0,14,7
0,25,0,1
6,4,16,0
17,1,7,1
0,0,9,17
3,3,3,17
23,2,1,0
0,19,0,7
4,19,0,3
16,0,3,7
7,0,19,0
11,1,0,14
0,0,26,0
4,21,0,1
4,1,2,19
19,3,3,1
17,5,4,0
4,0,18,4
5,16,0,5
0,6,6,14
3,3,19,1
0,1,22,3
12,0,0,14
8,14,4,0
9,0,17,0
25,0,0,1
4,14,4,4
8,17,0,1
7,17,2,0
10,14,2,0
1,0,5,20
6,4,13,3
10,3,13,0
7,4,1,14
5,0,1,20
4,0,0,22
8,18,0,0
21,5,0,0
1,18,6,1
14,2,9,1
1,22,0,3
0,17,0,9
0,21,4,1
14,0,6,6
1,1,9,15
24,1,0,1
0,1,4,21
0,0,26,0
0,19,2,5
4,4,4,14
1,17,8,0
14,0,0,12
17,0,8,1
1,3,1,21
1,20,0,5
0,11,15,0
2,1,23,0
2,3,16,5
2,7,16,1
3,17,0,6
7,19,0,0
10,2,14,0
9,17,0,0
24,0,1,1
5,18,3,0
8,4,1,13
18,0,2,6
10,2,13,1
12,13,0,1
8,0,0,18
3,22,0,1
8,0,18,0
0,21,1,4
1,15,10,0
4,19,0,3
0,17,0,9
1,5,19,1
5,16,4,1
19,6,1,0
14,8,3,1
16,0,10,0
0,8,14,4
4,18,0,4
4,15,0,7
0,0,8,18
0,15,4,7
0,19,7,0
2,4,20,0
1,0,16,9
8,13,5,0
7,19,0,0
2,14,0,10
4,18,4,0
8,0,0,18
6,14,5,1
14,8,1,3
3,1,4,18
17,1,3,5
10,14,2,0
23,0,3,0
9,0,2,15
15,0,7,4
0,8,14,4
16,1,0,9
8,13,5,0
4,9,0,13
4,18,4,0
22,4,0,0
2,5,2,17
4,0,9,13
0,13,13,0
0,0,3,23
14,4,6,2
4,4,2,16
0,25,0,1
0,3,14,9
7,19,0,0
6,2,4,14
0,15,11,0
5,14,7,0
1,3,14,8
1,14,9,2
17,0,9,0
6,2,1,17
2,5,2,17
18,3,5,0
0,18,8,0
17,7,1,1
11,0,0,15
0,16,10,0
10,2,13,1
4,0,18,4
3,18,1,4
5,0,21,0
11,0,1,14
4,22,0,0
1,7,1,17
10,16,0,0
4,14,4,4
5,5,16,0
26,0,0,0
4,9,13,0
1,1,23,1
5,0,0,21
5,15,0,6
18,4,4,0
3,0,19,4
8,0,4,14
24,0,1,1
4,22,0,0
0,3,19,4
2,6,16,2
2,2,7,15
21,0,0,5
16,4,1,5
1,0,4,21
0,16,0,10
5,1,15,5
7,5,13,1
2,20,2,2
0,1,17,8
8,14,0,4
16,2,8,0
5,16,3,2
17,2,7,0
13,0,13,0
4,4,0,18
1,15,1,9
4,2,17,3
4,1,0,21
19,4,0,3
2,22,2,0
4,3,19,0
14,4,4,4
0,4,19,3
6,3,4,13
6,16,0,4
3,18,2,3
7,2,17,0
15,1,0,10
2,8,14,2
5,0,13,8
22,0,0,4
2,17,4,3
7,0,5,14
1,24,1,0
0,3,22,1
2,17,0,7
0,4,22,0
6,4,13,3
19,0,0,7
0,7,2,17
0,19,0,7
22,4,0,0
0,5,7,14
24,2,0,0
12,1,0,13
4,21,1,0
4,17,5,0
2,0,11,13
4,21,0,1
16,5,5,0
15,4,3,4
0,11,14,1
1,9,3,13
5,5,14,2
2,4,7,13
15,8,1,2
0,16,6,4
0,6,13,7
0,1,21,4
4,2,13,7
2,0,9,15
