MCTSAgent_Smart,SmartAgent 1,SmartAgent 2,SmartAgent 3
9,16,0,1
0,1,7,18
0,6,20,0
6,17,0,3
0,1,9,16
1,23,0,2
3,4,1,18
9,0,16,1
6,0,7,13
0,7,15,4
5,4,17,0
12,14,0,0
2,1,23,0
2,14,5,5
11,15,0,0
3,7,0,16
11,0,15,0
0,15,10,1
9,13,0,4
17,4,5,0
22,0,0,4
11,2,13,0
0,11,1,14
3,3,20,0
0,14,8,4
3,17,1,5
0,0,4,22
4,3,6,13
7,0,19,0
4,7,14,1
2,2,5,17
2,3,21,0
17,6,1,2
4,22,0,0
10,1,0,15
0,16,10,0
0,0,18,8
4,0,0,22
10,1,13,2
17,0,7,2
0,9,0,17
11,15,0,0
4,4,17,1
10,1,15,0
1,3,17,5
20,4,0,2
4,0,1,21
4,14,1,7
9,1,3,13
3,6,16,1
2,4,3,17
13,5,4,4
0,19,3,4
0,0,3,23
0,1,13,12
9,13,4,0
0,1,25,0
14,0,6,6
18,3,5,0
0,21,5,0
0,20,5,1
4,3,5,14
4,19,3,0
7,4,15,0
18,1,5,2
4,0,0,22
20,1,5,0
15,2,5,4
9,0,17,0
9,0,0,17
11,1,1,13
21,5,0,0
4,15,6,1
0,0,20,6
16,0,0,10
18,0,5,3
18,0,4,4
15,4,7,0
4,0,20,2
13,4,0,9
9,0,17,0
0,0,14,12
1,3,0,22
4,3,14,5
4,16,5,1
4,0,4,18
0,5,8,13
24,0,0,2
4,13,6,3
3,4,2,17
0,0,7,19
18,8,0,0
8,13,5,0
5,8,0,13
1,13,4,8
4,20,2,0
26,0,0,0
16,6,4,0
0,25,1,0
3,3,20,0
6,18,0,2
7,0,15,4
20,0,0,6
4,0,18,4
4,15,4,3
20,6,0,0
6,19,1,0
3,2,6,15
6,15,1,4
22,2,1,1
16,8,0,2
1,1,24,0
0,11,14,1
8,3,15,0
4,19,3,0
11,15,0,0
0,0,22,4
2,7,17,0
18,0,8,0
11,14,0,1
19,5,2,0
17,2,4,3
3,14,8,1
4,2,3,17
4,1,0,21
7,1,1,17
5,6,2,13
15,0,11,0
4,14,0,8
9,1,13,3
0,9,0,17
7,4,2,13
3,19,3,1
19,0,1,6
18,0,5,3
6,0,6,14
5,14,7,0
17,1,5,3
20,1,0,5
13,9,0,4
6,20,0,0
1,5,7,13
13,0,2,11
0,3,23,0
13,12,1,0
0,7,0,19
3,0,23,0
11,0,1,14
21,0,4,1
4,5,0,17
5,0,7,14
18,4,3,1
10,13,2,1
17,4,0,5
17,2,7,0
1,20,0,5
3,1,2,20
4,4,0,18
4,16,4,2
2,0,6,18
0,4,3,19
0,6,13,7
13,4,4,5
3,1,18,4
16,8,2,0
7,13,1,5
0,2,5,19
21,5,0,0
8,2,0,16
14,2,0,10
11,1,1,13
7,0,19,0
0,10,15,1
19,4,1,2
2,20,4,0
7,0,19,0
4,4,1,17
2,0,7,17
6,4,2,14
11,1,1,13
15,0,4,7
0,14,12,0
0,18,4,4
18,4,4,0
8,14,4,0
4,1,17,4
18,0,0,8
14,12,0,0
17,7,0,2
4,0,0,22
4,19,0,3
11,14,0,1
5,14,7,0
7,0,0,19
4,0,0,22
6,4,15,1
7,0,15,4
4,0,14,8
18,4,4,0
1,21,4,0
0,0,17,9
20,2,3,1
9,1,16,0
4,9,0,13
0,24,2,0
7,4,14,1
18,3,1,4
6,6,1,13
4,20,2,0
3,1,21,1
8,3,0,15
6,0,7,13
5,1,1,19
14,0,8,4
11,0,0,15
7,0,14,5
20,0,4,2
21,0,1,4
11,1,14,0
0,13,7,6
6,1,15,4
14,2,10,0
3,19,0,4
8,0,18,0
6,2,15,3
3,13,10,0
0,20,1,5
1,11,0,14
0,5,17,4
0,0,5,21
15,3,8,0
5,6,15,0
9,0,3,14
10,0,3,13
1,20,4,1
19,2,4,1
0,1,12,13
14,0,12,0
2,0,24,0
1,20,5,0
6,14,0,6
0,0,13,13
2,0,8,16
1,6,19,0
2,2,18,4
13,1,1,11
5,13,5,3
23,1,2,0
17,2,1,6
0,21,0,5
5,0,0,21
10,0,0,16
4,17,0,5
4,5,3,14
5,1,5,15
2,0,0,24
3,5,0,18
0,20,0,6
0,12,14,0
18,0,4,4
0,15,11,0
6,17,3,0
8,0,18,0
0,0,22,4
13,6,4,3
4,0,22,0
3,0,0,23
18,0,8,0
1,0,4,21
13,10,1,2
2,0,0,24
21,2,0,3
14,7,0,5
13,4,0,9
0,1,21,4
19,0,0,7
0,0,21,5
10,1,2,13
17,3,2,4
4,0,21,1
0,7,5,14
1,6,6,13
5,0,19,2
8,1,2,15
18,8,0,0
9,0,0,17
4,9,13,0
11,0,15,0
1,3,15,7
0,15,5,6
1,0,8,17
10,2,0,14
24,0,2,0
0,0,6,20
4,2,0,20
10,0,16,0
23,1,0,2
18,4,4,0
5,0,0,21
0,17,8,1
3,0,18,5
17,1,8,0
25,0,1,0
17,0,8,1
4,0,20,2
15,0,7,4
0,4,16,6
7,19,0,0
4,3,6,13
4,21,0,1
18,0,8,0
0,9,4,13
0,0,17,9
5,18,0,3
3,0,6,17
0,9,0,17
0,21,1,4
1,18,3,4
23,0,3,0
18,5,3,0
3,14,5,4
0,15,0,11
5,20,0,1
8,13,0,5
6,2,18,0
2,13,1,10
4,0,4,18
15,8,3,0
7,16,0,3
0,6,0,20
17,1,2,6
20,1,5,0
8,4,14,0
6,16,4,0
0,0,6,20
11,15,0,0
3,1,13,9
6,0,15,5
5,16,0,5
8,2,3,13
4,7,14,1
2,0,4,20
22,0,4,0
21,0,3,2
17,0,0,9
16,10,0,0
17,0,2,7
17,1,8,0
0,0,22,4
19,7,0,0
19,6,0,1
7,5,14,0
3,4,6,13
0,23,3,0
4,18,1,3
6,0,13,7
6,0,13,7
22,0,4,0
3,4,19,0
0,0,0,26
5,20,1,0
3,2,21,0
3,10,13,0
8,1,0,17
0,16,10,0
5,0,7,14
11,14,0,1
9,4,13,0
13,0,12,1
6,14,0,6
2,1,18,5
2,8,16,0
3,0,19,4
13,0,11,2
4,17,0,5
22,0,3,1
18,0,2,6
7,0,0,19
0,5,5,16
4,8,14,0
0,22,4,0
0,19,1,6
16,7,2,1
1,9,0,16
4,5,13,4
4,4,17,1
4,4,18,0
10,16,0,0
6,4,1,15
1,4,21,0
3,8,1,14
7,4,15,0
4,1,17,4
7,14,0,5
1,0,25,0
6,0,19,1
3,14,0,9
0,11,15,0
13,7,6,0
1,2,13,10
9,0,0,17
4,0,8,14
0,19,0,7
3,1,4,18
4,0,22,0
3,15,4,4
0,22,4,0
4,19,0,3
9,1,1,15
3,21,1,1
2,7,13,4
0,18,4,4
1,16,6,3
4,3,18,1
13,13,0,0
3,14,6,3
23,2,0,1
16,6,0,4
8,13,4,1
6,16,0,4
20,0,2,4
17,1,4,4
5,17,0,4
16,0,7,3
2,19,5,0
18,0,3,5
0,22,0,4
0,19,4,3
5,13,7,1
4,7,15,0
6,19,1,0
8,18,0,0
1,4,21,0
7,14,1,4
1,4,16,5
1,17,0,8
18,4,0,4
19,2,4,1
1,4,8,13
0,5,18,3
0,5,7,14
15,0,4,7
0,0,11,15
2,1,9,14
2,4,4,16
0,14,4,8
8,0,13,5
7,0,16,3
0,9,17,0
18,5,0,3
0,2,16,8
1,0,8,17
18,4,2,2
5,17,0,4
2,0,17,7
2,1,23,0
0,17,0,9
4,13,5,4
10,1,15,0
14,7,0,5
0,1,12,13
0,26,0,0
1,2,7,16
3,16,7,0
18,8,0,0
20,5,1,0
22,1,1,2
20,4,0,2
0,17,5,4
6,0,3,17
4,0,1,21
0,0,22,4
1,1,20,4
4,7,14,1
2,22,2,0
1,19,6,0
1,6,13,6
0,17,9,0
7,19,0,0
5,0,1,20
6,20,0,0
13,3,4,6
0,26,0,0
2,0,24,0
17,1,4,4
5,18,0,3
6,2,17,1
0,13,11,2
13,0,5,8
0,20,1,5
18,1,0,7
3,0,0,23
8,3,14,1
0,3,1,22
19,1,6,0
1,1,15,9
4,0,22,0
13,13,0,0
7,1,14,4
2,0,1,23
4,4,4,14
12,0,13,1
18,4,4,0
2,4,16,4
4,0,14,8
4,0,9,13
7,0,15,4
2,4,4,16
0,2,23,1
14,1,3,8
5,14,0,7
0,11,14,1
0,8,4,14
0,0,21,5
19,0,7,0
0,1,25,0
5,4,0,17
7,0,19,0
2,2,18,4
2,0,24,0
0,4,22,0
8,16,0,2
5,4,13,4
4,3,19,0
4,17,5,0
2,6,18,0
4,4,0,18
23,3,0,0
0,6,4,16
4,0,15,7
8,18,0,0
9,17,0,0
20,2,0,4
5,4,0,17
4,0,16,6
0,16,4,6
0,6,7,13
4,0,0,22
5,15,0,6
1,4,0,21
0,15,2,9
5,0,15,6
13,9,4,0
16,4,6,0
4,15,7,0
5,0,0,21
0,14,1,11
0,1,1,24
6,1,0,19
25,1,0,0
13,5,4,4
8,1,15,2
3,5,18,0
4,18,0,4
6,0,3,17
17,5,4,0
6,1,6,13
0,12,13,1
1,0,14,11
0,5,4,17
0,16,5,5
4,1,17,4
4,15,4,3
0,1,14,11
19,1,2,4
8,4,14,0
4,21,1,0
15,11,0,0
7,2,0,17
3,4,4,15
25,1,0,0
19,0,3,4
7,0,1,18
5,1,15,5
17,1,4,4
4,5,17,0
8,1,0,17
14,2,0,10
8,0,0,18
25,1,0,0
0,0,5,21
8,3,15,0
0,0,22,4
5,14,7,0
1,1,4,20
0,16,2,8
3,20,0,3
1,4,13,8
21,0,5,0
6,0,3,17
5,14,0,7
1,11,0,14
5,5,13,3
3,13,2,8
2,0,0,24
4,0,22,0
13,1,9,3
0,8,13,5
13,1,8,4
1,6,0,19
9,1,0,16
0,0,25,1
16,4,0,6
1,1,20,4
2,7,17,0
7,15,1,3
3,18,0,5
0,4,18,4
0,9,0,17
4,13,8,1
4,14,8,0
0,10,13,3
17,0,4,5
4,19,1,2
2,23,1,0
3,4,19,0
0,6,2,18
5,5,16,0
8,0,5,13
15,11,0,0
5,0,7,14
23,1,1,1
18,2,0,6
5,1,0,20
4,22,0,0
1,3,4,18
2,0,24,0
25,0,1,0
3,4,18,1
14,0,0,12
5,0,5,16
0,21,1,4
21,1,0,4
0,8,4,14
5,6,0,15
4,18,1,3
14,11,0,1
8,16,2,0
11,13,0,2
4,0,9,13
4,17,5,0
1,0,12,13
4,2,19,1
15,0,8,3
8,0,1,17
0,7,18,1
4,0,21,1
0,1,20,5
7,4,15,0
7,0,1,18
22,1,3,0
5,1,7,13
7,19,0,0
9,0,2,15
13,4,0,9
9,0,15,2
5,4,14,3
0,1,13,12
6,6,14,0
0,7,19,0
6,1,2,17
14,4,7,1
13,0,2,11
7,18,0,1
2,5,18,1
16,0,0,10
16,8,0,2
15,0,8,3
15,1,8,2
6,1,4,15
0,1,18,7
4,13,4,5
20,3,0,3
2,19,4,1
0,4,5,17
2,14,10,0
1,12,0,13
4,2,18,2
0,1,6,19
11,14,0,1
4,0,2,20
1,4,17,4
4,4,1,17
0,0,22,4
22,0,0,4
6,17,1,2
5,0,16,5
0,24,2,0
16,1,0,9
4,0,22,0
6,1,1,18
0,0,0,26
4,9,0,13
22,0,0,4
0,3,0,23
5,1,20,0
0,5,21,0
8,0,16,2
6,13,0,7
12,13,0,1
19,6,0,1
0,22,4,0
3,14,9,0
0,21,1,4
9,0,0,17
20,4,0,2
4,4,13,5
6,15,5,0
0,0,17,9
0,10,14,2
13,2,11,0
16,7,3,0
0,6,0,20
1,12,0,13
4,0,6,16
5,2,13,6
4,13,5,4
0,2,9,15
6,15,1,4
3,16,6,1
8,0,15,3
4,5,4,13
4,16,6,0
1,10,2,13
6,0,0,20
0,3,18,5
0,3,4,19
0,3,4,19
4,1,7,14
1,1,23,1
3,0,5,18
4,21,1,0
0,5,21,0
2,1,3,20
3,22,1,0
1,13,8,4
0,13,9,4
18,0,8,0
17,8,1,0
8,17,1,0
20,3,0,3
14,1,6,5
4,19,2,1
22,4,0,0
15,7,3,1
5,0,0,21
16,1,6,3
4,6,13,3
2,0,24,0
14,8,4,0
6,13,4,3
4,0,20,2
8,0,13,5
8,16,0,2
21,0,3,2
0,8,1,17
7,13,2,4
6,6,14,0
4,0,18,4
4,7,0,15
0,10,2,14
1,3,18,4
13,7,3,3
0,3,21,2
3,5,14,4
4,3,18,1
1,1,14,10
16,0,6,4
4,1,5,16
0,1,19,6
18,6,0,2
4,13,6,3
6,2,0,18
19,0,0,7
0,4,17,5
0,0,25,1
2,5,5,14
1,4,0,21
0,13,0,13
19,7,0,0
4,7,1,14
13,3,3,7
5,4,0,17
7,2,3,14
0,2,21,3
0,4,7,15
4,0,0,22
8,0,0,18
7,0,13,6
0,7,4,15
0,17,0,9
5,0,1,20
2,2,17,5
0,0,2,24
20,0,6,0
18,5,3,0
4,1,17,4
1,21,4,0
2,13,6,5
0,1,8,17
0,13,0,13
5,0,21,0
2,7,3,14
4,3,4,15
0,7,19,0
14,7,3,2
5,3,18,0
5,2,3,16
15,1,9,1
0,6,0,20
5,13,8,0
1,5,16,4
15,6,0,5
10,16,0,0
24,0,2,0
4,13,9,0
25,0,0,1
1,4,0,21
0,13,0,13
17,1,3,5
0,0,13,13
3,3,4,16
13,1,4,8
17,1,5,3
