MCTSAgent_Smart,SmartAgent 1,SmartAgent 2,SmartAgent 3
13,4,9,0
2,17,0,7
12,14,0,0
1,9,13,3
9,3,0,14
17,0,4,5
19,1,1,5
0,4,16,6
19,0,0,7
6,19,0,1
19,5,0,2
4,4,5,13
0,12,0,14
7,0,13,6
0,14,8,4
3,4,2,17
4,0,18,4
8,1,13,4
1,16,9,0
0,18,4,4
0,13,5,8
15,0,4,7
23,2,0,1
1,0,12,13
4,0,8,14
20,5,1,0
6,13,0,7
1,13,12,0
17,5,4,0
8,1,15,2
1,21,0,4
0,4,0,22
20,2,4,0
3,2,8,13
0,25,0,1
10,0,2,14
1,3,19,3
1,0,12,13
9,0,0,17
0,0,0,26
0,11,15,0
4,17,3,2
0,16,4,6
0,9,0,17
10,1,1,14
6,6,14,0
0,14,11,1
8,18,0,0
7,0,4,15
3,23,0,0
5,14,7,0
19,0,3,4
5,2,6,13
10,2,0,14
4,1,18,3
5,6,14,1
1,14,8,3
1,6,4,15
17,4,5,0
19,3,4,0
22,2,0,2
0,6,15,5
3,13,0,10
22,4,0,0
6,16,0,4
6,5,0,15
7,13,1,5
18,0,6,2
1,18,4,3
1,5,0,20
6,3,13,4
0,5,21,0
1,6,4,15
1,19,2,4
2,0,6,18
21,5,0,0
0,3,4,19
5,4,2,15
3,17,2,4
21,1,4,0
0,20,2,4
23,0,2,1
14,2,3,7
0,1,17,8
1,8,0,17
14,10,0,2
21,5,0,0
18,0,6,2
21,0,4,1
17,2,5,2
3,7,0,16
0,21,0,5
4,4,4,14
4,8,13,1
11,1,14,0
4,6,16,0
1,16,4,5
13,8,4,1
21,0,5,0
0,19,1,6
0,4,17,5
7,14,5,0
17,1,4,4
16,6,1,3
8,0,13,5
1,6,1,18
0,19,0,7
12,0,1,13
16,1,0,9
5,6,13,2
7,0,19,0
2,19,1,4
8,4,14,0
3,9,0,14
5,1,14,6
8,3,1,14
13,0,2,11
10,0,13,3
5,13,1,7
9,4,0,13
0,4,17,5
8,0,4,14
7,17,1,1
0,4,9,13
17,0,0,9
0,10,14,2
1,7,1,17
4,8,1,13
2,13,1,10
1,0,4,21
2,6,18,0
0,2,0,24
19,2,3,2
0,4,2,20
5,13,8,0
7,1,18,0
4,5,4,13
1,1,13,11
23,0,0,3
2,1,6,17
1,10,14,1
5,2,14,5
14,0,11,1
0,15,11,0
18,0,0,8
4,4,17,1
1,1,20,4
0,13,0,13
8,5,0,13
0,13,4,9
14,9,0,3
1,14,2,9
24,0,0,2
4,5,17,0
3,2,14,7
4,0,20,2
4,0,13,9
3,14,8,1
0,0,22,4
13,1,12,0
23,1,2,0
0,0,13,13
4,3,0,19
4,2,19,1
0,6,16,4
15,0,5,6
0,4,14,8
0,15,2,9
1,0,6,19
0,2,1,23
1,12,0,13
8,4,0,14
18,1,6,1
12,0,14,0
18,0,8,0
2,2,4,18
1,1,19,5
22,0,4,0
4,3,14,5
4,0,13,9
0,0,15,11
18,3,1,4
8,1,1,16
6,14,1,5
0,22,4,0
0,20,0,6
0,8,1,17
0,4,0,22
4,21,1,0
6,16,2,2
6,13,2,5
4,14,4,4
0,16,2,8
0,8,0,18
2,20,0,4
0,23,2,1
19,3,4,0
7,13,1,5
5,4,17,0
8,15,0,3
1,17,2,6
0,0,22,4
6,0,16,4
9,16,1,0
0,26,0,0
0,19,0,7
2,2,4,18
16,0,4,6
16,6,4,0
18,4,0,4
5,1,13,7
5,21,0,0
1,0,0,25
18,5,3,0
0,1,25,0
0,0,22,4
1,5,3,17
5,1,14,6
9,1,2,14
0,11,13,2
7,0,0,19
14,0,5,7
4,22,0,0
8,1,1,16
4,0,1,21
13,1,4,8
5,0,0,21
18,7,0,1
8,4,0,14
4,4,17,1
1,15,4,6
0,5,21,0
5,17,4,0
4,1,3,18
19,1,1,5
15,9,1,1
4,0,1,21
19,4,2,1
7,0,4,15
1,4,5,16
22,0,1,3
14,12,0,0
1,4,20,1
9,0,1,16
5,0,4,17
7,1,1,17
15,6,4,1
7,1,18,0
0,18,5,3
0,0,9,17
5,4,4,13
8,0,14,4
5,0,19,2
18,6,1,1
4,17,0,5
0,18,0,8
0,13,0,13
1,4,14,7
23,0,0,3
5,0,16,5
4,22,0,0
4,5,17,0
4,18,0,4
1,4,7,14
19,2,4,1
6,3,1,16
1,4,17,4
3,15,4,4
0,26,0,0
5,17,4,0
4,18,0,4
0,24,2,0
5,15,1,5
21,5,0,0
10,16,0,0
4,0,22,0
17,5,0,4
18,1,4,3
20,4,1,1
0,20,0,6
3,0,8,15
4,5,1,16
0,3,23,0
1,1,6,18
2,2,17,5
19,4,0,3
3,5,4,14
14,4,2,6
2,9,0,15
1,19,6,0
3,22,1,0
3,14,5,4
0,17,5,4
6,1,18,1
6,0,4,16
10,14,1,1
4,0,15,7
5,18,3,0
4,0,1,21
16,0,10,0
0,0,15,11
13,4,8,1
4,2,7,13
0,0,24,2
21,1,0,4
10,0,0,16
25,0,0,1
1,10,1,14
9,2,1,14
15,7,0,4
2,23,1,0
4,1,3,18
10,0,13,3
1,0,16,9
0,5,0,21
20,0,1,5
2,0,0,24
17,4,0,5
17,2,0,7
0,9,17,0
1,9,0,16
19,5,2,0
4,19,0,3
0,23,2,1
0,0,22,4
13,4,9,0
8,14,4,0
0,25,1,0
1,0,18,7
14,6,0,6
11,1,13,1
0,14,4,8
4,5,1,16
13,3,5,5
7,0,15,4
14,7,5,0
3,19,0,4
9,14,3,0
8,2,14,2
7,0,1,18
0,1,24,1
0,26,0,0
0,18,8,0
1,3,18,4
6,0,4,16
19,0,4,3
20,0,0,6
13,4,9,0
7,18,1,0
5,1,20,0
5,17,3,1
13,5,2,6
0,4,18,4
11,13,2,0
4,0,21,1
2,5,13,6
0,4,5,17
0,1,4,21
5,2,0,19
2,5,17,2
0,6,20,0
4,0,5,17
0,0,22,4
17,0,4,5
1,5,20,0
0,20,4,2
6,17,0,3
4,5,17,0
4,8,14,0
9,0,17,0
4,18,3,1
7,6,13,0
0,0,4,22
5,4,4,13
2,4,7,13
0,3,6,17
22,0,4,0
0,13,0,13
7,19,0,0
3,3,7,13
4,0,1,21
5,5,16,0
17,2,4,3
23,0,2,1
0,0,5,21
4,1,7,14
17,0,5,4
5,3,0,18
1,7,0,18
17,0,8,1
0,0,26,0
2,15,0,9
3,21,2,0
1,2,0,23
8,0,0,18
0,14,8,4
1,5,15,5
3,2,21,0
19,3,4,0
10,2,0,14
6,7,0,13
0,8,18,0
26,0,0,0
19,0,6,1
0,24,2,0
5,20,0,1
7,1,4,14
4,13,4,5
0,0,18,8
14,0,12,0
4,6,16,0
0,0,4,22
0,8,18,0
4,7,13,2
15,0,4,7
1,14,4,7
0,1,11,14
5,4,17,0
20,1,5,0
0,0,11,15
2,0,16,8
0,0,18,8
13,5,8,0
18,1,7,0
7,18,0,1
6,5,14,1
0,15,4,7
22,1,1,2
7,3,16,0
1,2,0,23
4,8,1,13
3,14,1,8
9,14,0,3
25,0,1,0
0,3,13,10
0,4,3,19
7,1,18,0
19,0,5,2
7,13,3,3
3,0,0,23
3,13,10,0
7,1,5,13
8,3,2,13
5,18,2,1
19,0,6,1
0,1,6,19
0,4,4,18
0,14,8,4
1,12,0,13
4,7,14,1
14,4,0,8
13,0,8,5
13,2,11,0
1,2,1,22
8,0,4,14
4,8,14,0
1,1,20,4
4,21,0,1
15,10,0,1
4,18,0,4
5,0,15,6
2,5,0,19
0,2,11,13
2,0,10,14
1,0,7,18
7,18,0,1
0,12,14,0
2,10,14,0
7,0,1,18
8,0,1,17
1,15,4,6
3,15,3,5
0,4,18,4
0,9,0,17
0,4,21,1
18,4,3,1
13,0,13,0
2,0,18,6
0,19,3,4
1,7,4,14
5,16,0,5
0,4,18,4
4,16,5,1
0,6,20,0
0,9,17,0
13,1,12,0
15,7,0,4
5,4,0,17
0,7,15,4
6,19,0,1
0,17,7,2
22,1,1,2
9,14,1,2
1,13,8,4
20,5,0,1
3,15,4,4
3,15,0,8
2,13,5,6
5,3,0,18
0,1,1,24
0,26,0,0
2,22,0,2
2,16,3,5
0,16,6,4
7,2,1,16
0,20,4,2
0,5,20,1
0,1,7,18
0,5,0,21
6,20,0,0
26,0,0,0
12,0,13,1
20,2,4,0
3,14,9,0
11,13,1,1
18,4,0,4
2,0,10,14
13,13,0,0
6,20,0,0
9,1,0,16
0,7,1,18
13,0,0,13
5,1,20,0
24,0,0,2
4,16,5,1
1,0,20,5
11,0,13,2
0,7,14,5
21,2,1,2
8,3,15,0
24,1,1,0
5,1,20,0
0,3,23,0
17,6,0,3
6,0,0,20
4,2,20,0
0,4,0,22
5,0,15,6
21,0,2,3
0,13,8,5
0,21,4,1
0,10,16,0
7,0,3,16
1,2,10,13
0,22,0,4
2,1,3,20
4,0,4,18
3,2,5,16
4,17,0,5
4,4,4,14
4,4,2,16
2,0,23,1
19,3,4,0
7,0,19,0
0,4,18,4
0,0,13,13
1,7,18,0
7,4,0,15
2,1,7,16
7,4,0,15
0,3,20,3
4,8,0,14
0,13,13,0
1,6,17,2
21,4,1,0
15,3,0,8
2,4,5,15
1,9,15,1
0,0,9,17
22,0,4,0
0,1,14,11
14,2,3,7
0,24,1,1
9,0,14,3
1,0,17,8
3,13,4,6
6,16,0,4
4,3,15,4
4,18,0,4
1,22,2,1
0,15,7,4
2,0,0,24
0,4,0,22
18,3,1,4
5,0,1,20
13,0,13,0
3,0,9,14
8,4,14,0
9,0,0,17
15,7,4,0
21,1,3,1
3,6,0,17
1,6,17,2
17,3,2,4
6,0,5,15
1,0,17,8
0,1,5,20
20,0,0,6
0,17,8,1
3,14,0,9
6,13,7,0
16,0,6,4
22,0,0,4
3,0,23,0
1,4,2,19
4,0,22,0
4,4,16,2
14,2,5,5
3,0,10,13
0,4,18,4
17,9,0,0
21,0,4,1
2,22,0,2
15,1,4,6
6,17,0,3
17,6,3,0
3,4,3,16
1,0,8,17
1,21,0,4
0,21,1,4
3,0,23,0
15,9,1,1
0,2,11,13
4,16,6,0
3,19,4,0
19,4,3,0
1,5,4,16
3,15,8,0
0,0,19,7
1,7,13,5
0,2,14,10
17,5,3,1
6,1,13,6
0,13,13,0
4,1,15,6
23,0,0,3
0,17,8,1
4,2,7,13
11,0,15,0
16,5,0,5
5,14,5,2
4,0,5,17
1,0,21,4
1,8,4,13
1,1,1,23
1,0,19,6
4,15,1,6
19,1,1,5
0,18,8,0
19,1,0,6
5,0,18,3
1,2,19,4
8,17,0,1
4,14,1,7
3,14,8,1
19,6,0,1
0,22,0,4
13,12,1,0
13,1,6,6
3,4,4,15
2,16,8,0
5,15,1,5
19,2,0,5
17,9,0,0
1,9,16,0
6,0,7,13
19,1,4,2
0,17,9,0
17,4,4,1
8,17,0,1
0,0,16,10
0,17,8,1
4,4,13,5
6,16,2,2
7,19,0,0
1,23,1,1
0,8,3,15
3,5,15,3
1,0,14,11
2,13,0,11
3,0,13,10
4,16,4,2
2,0,15,9
23,0,3,0
9,4,0,13
4,3,4,15
5,0,3,18
3,15,4,4
0,6,0,20
4,22,0,0
5,19,0,2
1,8,0,17
8,1,13,4
20,4,2,0
6,5,15,0
7,14,1,4
2,8,0,16
0,7,6,13
0,1,0,25
0,0,0,26
3,5,1,17
4,6,13,3
2,22,2,0
4,4,0,18
2,14,10,0
6,0,13,7
0,1,0,25
4,0,14,8
6,0,2,18
0,8,2,16
6,0,0,20
8,1,1,16
1,2,23,0
13,0,7,6
0,6,20,0
8,18,0,0
7,0,17,2
1,0,8,17
0,14,9,3
4,0,4,18
21,0,5,0
18,0,1,7
13,1,5,7
0,5,0,21
0,17,7,2
0,0,26,0
21,0,0,5
2,0,20,4
5,3,1,17
0,11,0,15
0,4,18,4
0,21,5,0
5,0,0,21
0,25,1,0
18,0,2,6
12,14,0,0
18,0,8,0
0,3,13,10
0,18,4,4
1,0,24,1
18,1,7,0
4,2,2,18
0,23,0,3
2,0,23,1
4,0,17,5
18,1,0,7
4,7,1,14
5,14,3,4
5,17,4,0
3,0,20,3
20,1,5,0
6,1,1,18
4,0,16,6
5,4,17,0
4,22,0,0
21,0,0,5
17,5,4,0
4,5,4,13
0,0,1,25
14,0,0,12
2,1,3,20
0,20,0,6
5,1,20,0
5,21,0,0
0,5,17,4
1,1,13,11
0,0,0,26
15,2,1,8
8,2,15,1
1,1,24,0
4,0,6,16
1,5,16,4
0,2,11,13
8,2,2,14
3,2,16,5
0,5,3,18
2,0,17,7
0,4,0,22
23,0,2,1
6,17,0,3
4,0,9,13
10,0,16,0
14,8,3,1
5,13,5,3
5,0,19,2
23,0,1,2
1,5,18,2
0,1,21,4
6,0,14,6
4,17,2,3
19,4,0,3
0,26,0,0
5,20,1,0
1,17,8,0
0,18,4,4
2,11,13,0
0,13,13,0
10,14,0,2
23,2,1,0
7,0,1,18
9,13,2,2
3,0,2,21
4,0,22,0
0,5,5,16
16,0,0,10
21,0,5,0
15,9,1,1
0,0,12,14
17,8,0,1
17,0,9,0
0,10,3,13
2,24,0,0
1,2,6,17
4,0,15,7
12,13,0,1
7,3,16,0
22,1,3,0
17,6,2,1
12,0,14,0
9,14,0,3
3,1,4,18
5,15,6,0
12,0,13,1
0,7,19,0
14,1,3,8
0,1,20,5
13,4,2,7
1,4,3,18
5,21,0,0
0,0,5,21
5,21,0,0
18,0,4,4
4,15,3,4
4,19,0,3
4,19,3,0
6,4,16,0
5,2,19,0
13,8,4,1
0,13,7,6
20,1,4,1
6,7,0,13
0,6,18,2
13,12,0,1
6,2,5,13
6,0,16,4
15,4,1,6
0,1,16,9
0,4,0,22
9,2,1,14
19,7,0,0
17,2,7,0
4,4,18,0
23,2,0,1
4,4,4,14
2,1,1,22
0,5,8,13
6,0,14,6
20,5,1,0
4,0,8,14
