MCTSAgent_Smart,SmartAgent 1,SmartAgent 2,SmartAgent 3
6,17,1,2
6,19,0,1
0,8,1,17
15,3,4,4
5,13,1,7
7,1,18,0
3,3,20,0
5,0,4,17
2,3,4,17
4,1,3,18
7,1,0,18
4,3,16,3
9,0,16,1
8,4,0,14
4,0,0,22
0,4,14,8
18,1,7,0
0,1,24,1
1,21,0,4
1,15,0,10
0,17,5,4
2,6,18,0
22,0,4,0
1,13,12,0
6,0,7,13
0,8,2,16
13,1,6,6
3,13,0,10
7,0,19,0
5,0,21,0
6,19,0,1
1,8,0,17
20,4,2,0
2,6,4,14
5,0,8,13
1,0,14,11
5,0,20,1
0,6,14,6
0,4,8,14
0,2,6,18
4,6,14,2
22,0,4,0
11,14,0,1
6,13,1,6
20,0,1,5
3,19,0,4
4,1,8,13
5,1,5,15
1,5,7,13
0,5,18,3
0,4,1,21
0,15,4,7
6,14,6,0
19,1,6,0
8,4,1,13
13,7,4,2
19,2,5,0
8,2,13,3
2,13,5,6
1,0,21,4
7,13,1,5
4,5,4,13
0,22,3,1
5,1,20,0
1,19,1,5
6,2,16,2
0,10,13,3
5,6,15,0
14,0,4,8
1,15,10,0
4,22,0,0
4,2,7,13
7,5,13,1
5,6,15,0
4,1,0,21
0,1,21,4
0,9,3,14
0,5,21,0
0,25,1,0
18,4,4,0
17,4,4,1
3,15,0,8
23,1,0,2
5,4,0,17
0,5,15,6
5,18,3,0
2,6,1,17
7,1,13,5
19,0,7,0
9,14,0,3
1,1,4,20
0,1,5,20
19,3,0,4
18,4,4,0
1,7,0,18
19,3,0,4
4,1,1,20
0,1,24,1
0,1,25,0
20,0,6,0
9,14,0,3
0,13,13,0
0,0,22,4
19,0,4,3
6,14,5,1
4,0,7,15
0,18,8,0
20,3,2,1
8,0,4,14
7,0,13,6
3,17,6,0
1,0,1,24
13,0,0,13
1,0,7,18
0,0,10,16
13,11,1,1
0,18,3,5
0,10,15,1
1,21,4,0
4,20,1,1
4,0,21,1
5,17,4,0
7,19,0,0
7,1,18,0
15,0,7,4
23,1,0,2
2,1,19,4
0,5,21,0
1,1,0,24
4,14,8,0
9,2,14,1
0,3,23,0
18,1,1,6
0,2,5,19
4,2,16,4
20,3,2,1
5,0,21,0
6,3,4,13
17,4,0,5
0,4,21,1
0,5,1,20
6,2,18,0
1,7,18,0
0,1,22,3
0,5,5,16
13,0,12,1
0,0,17,9
13,1,4,8
1,4,0,21
4,15,4,3
0,0,0,26
17,0,1,8
9,2,15,0
9,0,16,1
0,3,23,0
1,2,23,0
17,5,4,0
4,0,9,13
4,1,21,0
2,0,19,5
1,4,0,21
0,6,14,6
6,0,7,13
1,0,8,17
15,0,2,9
9,3,0,14
17,5,0,4
15,0,0,11
15,0,8,3
4,3,19,0
5,5,0,16
2,1,0,23
1,0,21,4
0,7,17,2
4,8,0,14
4,1,19,2
3,0,23,0
4,7,15,0
4,21,1,0
3,19,0,4
4,5,16,1
4,17,5,0
1,1,18,6
7,0,18,1
1,0,18,7
0,4,14,8
2,19,1,4
8,15,3,0
7,16,3,0
4,3,2,17
0,21,1,4
6,0,15,5
0,0,14,12
18,7,1,0
22,1,0,3
4,2,13,7
10,0,3,13
8,0,5,13
4,0,9,13
0,0,18,8
5,3,18,0
1,18,1,6
4,4,16,2
0,1,8,17
6,1,19,0
1,4,0,21
17,4,3,2
0,13,13,0
4,17,1,4
4,0,9,13
7,16,0,3
22,0,4,0
4,0,14,8
0,15,7,4
3,19,4,0
7,14,5,0
13,4,1,8
6,1,5,14
0,4,22,0
8,16,0,2
4,7,14,1
25,1,0,0
14,5,4,3
7,0,4,15
15,6,0,5
22,0,4,0
4,15,1,6
16,4,0,6
17,3,1,5
0,18,1,7
5,2,6,13
5,0,17,4
4,17,1,4
2,9,0,15
8,14,2,2
4,9,13,0
0,14,11,1
1,4,4,17
4,14,2,6
4,16,6,0
17,6,3,0
1,17,4,4
6,16,1,3
18,0,7,1
4,4,16,2
3,17,6,0
0,6,6,14
10,2,0,14
0,4,14,8
6,0,20,0
13,3,1,9
1,0,21,4
10,0,14,2
5,4,13,4
1,8,17,0
0,1,16,9
4,1,21,0
4,9,13,0
4,20,1,1
5,17,0,4
20,1,2,3
0,18,4,4
1,4,0,21
2,3,17,4
3,19,0,4
4,18,1,3
3,3,19,1
0,2,8,16
23,1,1,1
4,17,0,5
7,1,1,17
0,4,21,1
24,1,0,1
0,9,4,13
6,0,7,13
1,10,15,0
8,0,13,5
3,4,5,14
7,1,18,0
6,5,15,0
0,0,18,8
8,4,13,1
5,3,14,4
5,0,14,7
8,13,4,1
4,19,0,3
0,4,1,21
14,12,0,0
19,2,3,2
17,4,4,1
3,0,5,18
15,11,0,0
4,15,1,6
0,0,17,9
3,18,4,1
6,0,4,16
13,5,8,0
19,3,0,4
6,3,0,17
19,3,4,0
17,4,4,1
0,5,2,19
11,0,14,1
6,5,15,0
6,19,1,0
8,0,5,13
5,0,0,21
6,0,14,6
4,13,5,4
0,9,17,0
1,2,9,14
5,17,0,4
18,0,5,3
0,0,26,0
8,0,4,14
4,20,0,2
0,2,8,16
7,13,1,5
0,1,21,4
6,16,4,0
9,4,0,13
1,1,6,18
6,4,3,13
4,3,18,1
3,17,0,6
0,0,25,1
17,0,5,4
5,4,17,0
5,0,14,7
19,4,0,3
0,1,17,8
1,0,4,21
18,0,4,4
8,0,17,1
1,17,4,4
22,4,0,0
5,19,1,1
1,4,0,21
2,7,0,17
4,0,22,0
8,14,0,4
